resource_type,resource_name,public_access_enabled,encryption_enabled,versioning_enabled,logging_enabled,has_wildcard_permission,has_admin_privilege,has_priv_esc_potential,policy_length,allow_wildcard_action,allow_wildcard_resource,inbound_rule_count,outbound_rule_count,open_ports_to_world,ssh_open_to_world,rdp_open_to_world,all_ports_open,label,dangerous_service_wildcard,has_no_condition,source,bucket_policy_wildcard,mfa_delete_enabled,tls_enforced,db_port_open_to_world,egress_unrestricted,s3_missing_control_count
iam,checkov-iam-tachedToGroupOrRoles-fail,0.0,0.0,0.0,0.0,1.0,1.0,0.0,177.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-fail2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-fail3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-fail4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-fail-ipv6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-pass2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-pass3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-pass4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-pass5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-pass6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-pass7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-pass-ipv6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-pass_self,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress22-pass_self2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-estrictedIngress3389-pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-estrictedIngress3389-fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-fail2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-fail3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-fail4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-fail5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-pass2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-pass3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-pass4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-pass5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-pass6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-pass7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedIngress80-pass-ipv6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-restrictedIngressAny-pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-restrictedIngressAny-fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedEgressAny-pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedEgressAny-fail2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-nrestrictedEgressAny-fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-GroupRuleDescription-fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-GroupRuleDescription-pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
security_group,checkov-sg-GroupRuleDescription-pass2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/guard_duty/configuration_role/main.tf-aws_iam_policy-organizations_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/guard_duty/configuration_role/main.tf-aws_iam_policy-guardduty_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/guard_duty/configuration_role/main.tf-aws_iam_policy-iam_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/guard_duty/gd_configuration/main.tf-aws_iam_policy-sra_guardduty_org_policy_logs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/guard_duty/gd_configuration/main.tf-aws_iam_policy-sra_guardduty_org_policy_organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/guard_duty/gd_configuration/main.tf-aws_iam_policy-sra_guardduty_org_policy_sns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/guard_duty/gd_configuration/main.tf-aws_iam_policy-sra_guardduty_org_policy_cloudformation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/guard_duty/gd_configuration/main.tf-aws_iam_policy-sra_guardduty_org_policy_ssm_access,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/guard_duty/gd_configuration/main.tf-aws_iam_policy-sra_guardduty_org_policy_guardduty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/guard_duty/delete_detector/main.tf-aws_iam_policy-delete_detector_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/iam_password_policy/configuration/main.tf-aws_iam_policy-lambda_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/macie/configuration/main.tf-aws_iam_policy-sra_macie_org_policy_logs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/macie/configuration/main.tf-aws_iam_policy-sra_macie_org_policy_organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/macie/configuration/main.tf-aws_iam_policy-sra_macie_org_policy_macie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/macie/configuration/main.tf-aws_iam_policy-sra_macie_org_policy_iam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/macie/configuration/main.tf-aws_iam_policy-macie_org_policy_cloudformation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/macie/disable_role/main.tf-aws_iam_policy-disable_macie_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/macie/configuration_role/main.tf-aws_iam_policy-macie_org_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/inspector/configuration/main.tf-aws_iam_policy-cloudformation_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/inspector/configuration/main.tf-aws_iam_policy-ssm_access_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/inspector/configuration/main.tf-aws_iam_policy-inspector_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/inspector/configuration/main.tf-aws_iam_policy-iam_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/inspector/configuration/main.tf-aws_iam_policy-logs_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/inspector/configuration/main.tf-aws_iam_policy-sns_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/inspector/configuration/main.tf-aws_iam_policy-sra_inspector_events,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/inspector/configuration_role/main.tf-aws_iam_policy-organizations_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/inspector/configuration_role/main.tf-aws_iam_policy-iam_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/cloudtrail_org/org/main.tf-aws_iam_role_policy-cloudtrail_cloudwatch_logs_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/cloudtrail_org/org/main.tf-aws_iam_role_policy-cloudtrail_log_group_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/cloudtrail_org/org/main.tf-aws_iam_role_policy-cloudtrail_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/cloudtrail_org/org/main.tf-aws_iam_role_policy-cloudtrail_org_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/cloudtrail_org/org/main.tf-aws_iam_role_policy-cloudtrail_iam_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/cloudtrail_org/org/main.tf-aws_iam_role_policy-cloudtrail_cloudwatch_logs_policy2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/register_delegated_administrator/register_admin/main.tf-aws_iam_policy-register_delegated_admin_policy_logs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/register_delegated_administrator/register_admin/main.tf-aws_iam_policy-register_delegated_admin_policy_organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/security_hub/configuration/main.tf-aws_iam_policy-security_hub_org_policy_securityhub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/security_hub/configuration/main.tf-aws_iam_policy-security_hub_org_policy_iam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/security_hub/configuration/main.tf-aws_iam_policy-security_hub_org_policy_cloudformation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/security_hub/configuration/main.tf-aws_iam_policy-security_hub_org_policy_ssm_access,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/security_hub/configuration/main.tf-aws_iam_policy-security_hub_org_policy_organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/security_hub/configuration/main.tf-aws_iam_policy-sra_securityhub_events,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/security_hub/recorder_start_event/main.tf-aws_iam_policy-event_bridge_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/security_hub/configuration_role/main.tf-aws_iam_policy-organizations_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/security_hub/configuration_role/main.tf-aws_iam_policy-securityhub_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/security_hub/configuration_role/main.tf-aws_iam_policy-securityhub_delegated_admin_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/solutions/security_hub/configuration_role/main.tf-aws_iam_policy-iam_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
s3,awssra-tf-aws_sra_examples/terraform/common/s3/main.tf-sra_state_bucket,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,1.0,1.0,0.0,0.0,2.0
iam,awssra-tf-aws_sra_examples/terraform/common/ssm_parameters/main.tf-aws_iam_role_policy-cloudwatch_policy_attachment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-tf-aws_sra_examples/terraform/common/ssm_parameters/main.tf-aws_iam_role_policy-management_account_parameters_lambda_ssm_policy_attachment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-cfn-aws_sra_examples/solutions/security_lake/security_lake_org/templates/sra-security-lake-org-configuration.yaml-rSecurityLakeOrgLambdaRole-sra-security-lake-org-policy-cloudformation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-cfn-aws_sra_examples/solutions/security_lake/security_lake_org/templates/sra-security-lake-org-configuration.yaml-rSecurityLakeOrgLambdaRole-sra-security-lake-org-policy-securitylake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
iam,awssra-cfn-aws_sra_examples/solutions/security_lake/security_lake_org/templates/sra-security-lake-org-configuration.yaml-rSecurityLakeOrgLambdaRole-sra-security-lake-policy-organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,awssra,0.0,0.0,0.0,0.0,0.0,0.0
